2025-09-26 15:11:35 | INFO | {"event": "service_startup", "timestamp": "2025-09-26T15:11:35.634713", "service": "Service Gateway"}
2025-09-29 12:01:31 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:01:31.959147", "service": "Service Gateway"}
2025-09-29 12:02:43 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:02:43.492320", "service": "Service Gateway"}
2025-09-29 12:02:43 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:02:43.494911", "service": "Service Gateway"}
2025-09-29 12:07:01 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:07:01.542574", "service": "Service Gateway"}
2025-09-29 12:07:01 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:07:01.545375", "service": "Service Gateway"}
2025-09-29 12:07:02 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:07:02.672942", "service": "Service Gateway"}
2025-09-29 12:07:02 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:07:02.674779", "service": "Service Gateway"}
2025-09-29 12:07:05 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:07:05.779690", "service": "Service Gateway"}
2025-09-29 12:07:05 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:07:05.781566", "service": "Service Gateway"}
2025-09-29 12:07:10 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:07:10.878040", "service": "Service Gateway"}
2025-09-29 12:07:10 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:07:10.880001", "service": "Service Gateway"}
2025-09-29 12:07:19 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:07:19.966261", "service": "Service Gateway"}
2025-09-29 12:07:19 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:07:19.968048", "service": "Service Gateway"}
2025-09-29 12:07:37 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:07:37.044623", "service": "Service Gateway"}
2025-09-29 12:07:37 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:07:37.046391", "service": "Service Gateway"}
2025-09-29 12:08:10 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:08:10.132291", "service": "Service Gateway"}
2025-09-29 12:08:10 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:08:10.134019", "service": "Service Gateway"}
2025-09-29 12:09:15 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:09:15.182251", "service": "Service Gateway"}
2025-09-29 12:09:15 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:09:15.184078", "service": "Service Gateway"}
2025-09-29 12:11:24 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:11:24.247374", "service": "Service Gateway"}
2025-09-29 12:11:24 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:11:24.249095", "service": "Service Gateway"}
2025-09-29 12:15:41 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:15:41.324230", "service": "Service Gateway"}
2025-09-29 12:15:41 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:15:41.325964", "service": "Service Gateway"}
2025-09-29 12:18:41 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:18:41.791220", "service": "Service Gateway"}
2025-09-29 12:18:41 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:18:41.793204", "service": "Service Gateway"}
2025-09-29 12:19:58 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:19:58.446829", "service": "Service Gateway"}
2025-09-29 12:19:58 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:19:58.448567", "service": "Service Gateway"}
2025-09-29 12:20:50 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:20:50.939284", "service": "Service Gateway"}
2025-09-29 12:24:15 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:24:15.600720", "service": "Service Gateway"}
2025-09-29 12:24:15 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:24:15.602580", "service": "Service Gateway"}
2025-09-29 12:28:32 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:28:32.699800", "service": "Service Gateway"}
2025-09-29 12:28:32 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:28:32.701592", "service": "Service Gateway"}
2025-09-29 12:32:49 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:32:49.780969", "service": "Service Gateway"}
2025-09-29 12:32:49 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:32:49.782767", "service": "Service Gateway"}
2025-09-29 12:37:07 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:37:07.959840", "service": "Service Gateway"}
2025-09-29 12:37:07 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:37:07.961731", "service": "Service Gateway"}
2025-09-29 12:37:09 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:37:09.050807", "service": "Service Gateway"}
2025-09-29 12:37:09 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:37:09.052566", "service": "Service Gateway"}
2025-09-29 12:37:12 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:37:12.149937", "service": "Service Gateway"}
2025-09-29 12:37:12 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:37:12.151834", "service": "Service Gateway"}
2025-09-29 12:37:17 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:37:17.232102", "service": "Service Gateway"}
2025-09-29 12:37:17 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:37:17.233892", "service": "Service Gateway"}
2025-09-29 12:37:26 | INFO | {"event": "service_startup", "timestamp": "2025-09-29T12:37:26.318383", "service": "Service Gateway"}
2025-09-29 12:37:26 | INFO | {"event": "service_shutdown", "timestamp": "2025-09-29T12:37:26.320084", "service": "Service Gateway"}
